,Tweet,User - Location,User - Followers,Classificacao,Sentimento,NaiveBayes
2627,feder sid proib bem pod avali patrimoni govern prefeit apo fever 2020 ess manau ta estranh,"São Paulo, Brasil",56,Neutro,2,Neutro
698,fiz solicitaca agend unidad campinas/sp ate moment obtiv retorn precis declaraca urgent dar and negociaca outr form cont rap,"Campinas, Brasil",34,Neutro,2,Negativo
1073,codig rastrei sei sufici favor ajud fiz confi nel to tecl ate hoj forc favor,,21,Negativo,0,Negativo
1797,#record manh 22/12 equip alfandeg sant apreend 2 932 kg cocain drog cuidados ocult carreg bobin alumini destin port roterd holand saib mais #rfb #adu,"São Paulo, Brasil",976,Positivo,1,Positivo
1095,dev conseg compr jat dinh publ ser feit magic pobr dev fic nom suj seras conseg compr com carta,,3856,Negativo,0,Negativo
2330,boa tent feder hahahha la,,84,Neutro,2,Negativo
1142,so quer agend seman algum audi planta fiscal vag jan sequ,"Ballonlea, Galar",1004,Negativo,0,Negativo
126,qualqu contrat tempor exist clausul uso imovel nenhum proprietari bob deix exced capac tad ela sab alug tod ano,Brasil,248,Neutro,2,Neutro
2105,contribuint declaraca ret malh concord val lanc ja pod apresent defês mei ecac necess comparec unidad atend,"Recife, Brasil",1611,Positivo,1,Positivo
1537,#3 junt pod dar golp fatal milic organizaco #pcc ha temp deix ser gangu cade atu organizaca crim transnac signif traf vir mei fim $$ pod,"Belo Horizonte, Brasil",1487,Positivo,1,Positivo
428,n envi cois pro brasil desd 2012 caix men sequ retorn simples som n rim priva p/ investig crim q acontec,Everywhere,623,Neutro,2,Negativo
2561,sald shope pres q respond amig menos 10 dia cozinh ha 30 dia cert odei tud tod,,858,Negativo,0,Negativo
517,vam quant temp pro stf entr defês parent poli,,87,Neutro,2,Negativo
334,ment aparelh milici pratic peculat engan 57 milho idiot #impeachmentdebolsonarourg,,1764,Negativo,0,Negativo
295,ignoranc,Gabinete do Ódio,14934,Neutro,2,Neutro
1697,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,,9084,Positivo,1,Positivo
2095,inform program ger document arrecadaca simpl nacion microempreend individ pgm send ajust adequaca calcul #ins bas nov val salari min agenc brasil /arq,"Fortaleza, Brasil",636,Positivo,1,Positivo
2777,alo process caminh gavet,"San Francisco, CA",896,Negativo,0,Negativo
416,vere exib arm uso exclus forc arm ganh pres ganh qu port pod tud ai,"Rio de Janeiro, Brasil",191,Neutro,2,Negativo
469,democrac ministr pod vend hc dol trafic etc pedr coloc cim process poli corrupt exat etc sao julg,fortaleza. city natal cedro-ce,11005,Neutro,2,Neutro
2983,praz solic term opca simpl nacion termin dia 29 dest me saib mais #receitafeder #serv #simplesnac #empr,Brasil,644,Neutro,2,Neutro
1908,correca gratuit internet cust 7 real cas contribuint opt utiliz red conveni banc brasil caix econom correi cartori saib mais #receitafeder #cpf #atend,"São Paulo, Brasil",77,Positivo,1,Positivo
1409,bitcoim x capit soc doi lad moed acab autor integralizaca capit soc criptomoed ja consider ativ financ volatil pont atenca lei #bitcoin,Caieiras,33,Positivo,1,Positivo
269,pesso comec invest bols ve ja ta soneg impost daqu pouc vir membr u*icamp li*r,,72,Neutro,2,Neutro
1283,parab,,3947,Positivo,1,Positivo
2729,cumul estrang cheg aqu ach pod lev quis pal,,6,Negativo,0,Neutro
558,hoj duvid mor lix mund import objet eua pag impost abus retir produt menos viss retorn diss sociedad quer pal ond so ladra,,15,Negativo,0,Negativo
1877,rfb sao paul apreend me dezembr divers tip drog outr produt nociv saud apreenso ocorr recint importaca exportaca correi saib mais #receitafeder #adu #apreensa,Brasil,642,Positivo,1,Positivo
2480,assim algum cois atrapalh prim tent mud cois consegu contorn so mostr inutil,Lua,7419,Negativo,0,Negativo
354,ser rastre movimentaco financ esta sombr farmaceu garot propagand,,48,Negativo,0,Negativo
2793,maraj esta trabalh ou menos ger aplic funcion sei respost porqu dalit cast inferi trabalh pag salari integr del #dd disponi,São Paulo,417,Negativo,0,Negativo
871,exat sidile cans rat havan dev +300 milho pq nao nad eu pag simpl tod me fech port pobr coit precis trabalh,Brasil 𓇼𓆉 ⧖ ᱬ ⍟⃝    🍂🍁,751,Negativo,0,Negativo
1116,tod ministr pass informaco algum corag,,3204,Neutro,2,Negativo
2005,flavi bolsonar advog tre reunio ped dad ate aparelh,"São Paulo, Brasil",1969,Negativo,0,Negativo
987,apreend 670 kg cocain port sant sp escond carg goiab drog envi antuerp belg vai investig cas,Brasília - DF,300055,Positivo,1,Positivo
1687,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,Brasil,7,Positivo,1,Positivo
564,parab dr paul gued pre sr realiz extraordinari trabalh parab equip d ministr secretari parab inser lut contr corrupca q mat + d form + pervers silenci q qq viru,,59,Positivo,1,Positivo
2109,contribuint declaraca ret malh concord val lanc ja pod apresent defês mei ecac necess comparec unidad atend,,1525,Positivo,1,Positivo
1692,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,"Fortaleza, Brasil",1297,Positivo,1,Positivo
2184,pod comec ganh troc q comec persegu,"Califórnia, USA",1534,Negativo,0,Negativo
1964,val total mercad apreend cheg 32 milho saib mais #receitafederl #adu #apreensa,"Florida, USA",1341,Positivo,1,Positivo
225,atenca bom investig aplicaco financ dess cidada membr antagon poi pod ser utiliz notic fals manipul bols val investig,,4035,Neutro,2,Neutro
647,cp000819121bj sab diferenci == qu == correspondenc comum encomend compr pacot vind benim ess potenc comerc tax revi insist mostr recib comerc exist,,0,Negativo,0,Negativo
430,orga aparelh ja etc,"Fortaleza, Brasil",6521,Negativo,0,Negativo
1505,sab pendenc relat cpf pod ser regular grac canal virtual cas opt red conveni banc brasil caix econom feder correi cartori cust apen 7,"Jequié, Brasil",4167,Positivo,1,Positivo
2151,sonegaca impost brasil caus prejuiz anual 417 bi #maisnew #maisnewsofic #florianopolil #ibpt #icn #receitafeder #econom #impost #mineconom #tribut #desenvolvimentosc,"Florianópolis, Brasil",58,Negativo,0,Negativo
2285,palavr remet cois tao boa vov pao queij delic pass etc par nom instituica tao diabol quant,"São Paulo, Brasil",19147,Negativo,0,Negativo
1961,val total mercad apreend cheg 32 milho saib mais #receitafederl #adu #apreensa,Brasil,336,Positivo,1,Positivo
1514,vei havan +250 milho pag simpl fech port brasil sil sil,,1697,Negativo,0,Negativo
2969,mor liberland n sei trat perfil ai,garbel,372,Neutro,2,Neutro
1691,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,,1,Positivo,1,Positivo
2080,hoj tod serv govern cort mai min coniv tud aind fal instituico brasil sao fort pal pi pront,"Barretos, Brasil",169,Negativo,0,Negativo
2753,voc tant dinh pq faz sit func pq tir passaport sit voc grand merd consig escrev nom,Araruama ,1175,Negativo,0,Negativo
1046,alo ja pass hor vc cobr iptu azuzim ja uai seri b vir morad agor,,294,Negativo,0,Negativo
1658,#balanc | gued prim combat cam + vulnera populaca fic disposica imped exportaca produt precisav us ventil pulmon reduz tarif 500 produt medic hospital,"Salvador, Brazil",1214,Positivo,1,Positivo
2112,abr hoj 22 consult lot resid restituica #impostoderend credit bancari 200 mil contribuint ser realiz 30 dezembr informaco,Asa sul - Brasília.,108,Positivo,1,Positivo
938,decapit,"CONSELHEIRO MATA,  DIAMANTINA",692,Neutro,2,Neutro
188,red bull fatur anual mund 21 bilho eur mrv fatur anual 1 bilha eur,BH,391,Neutro,2,Neutro
2037,flavi bolsonar advog tre reunio ped dad ate aparelh,"Guarulhos, SP,  Brazil",1449,Negativo,0,Negativo
1481,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,"Rio de Janeiro, Brasil",621,Positivo,1,Positivo
602,aind assim,,603,Negativo,0,Negativo
2515,oi gost tir duvid voc beb risc mort falt medic ja compr so esper autorizaca rad ser envi pro brasil voc ate hoj der autorizaca faz,Ouro Preto - MG,520,Negativo,0,Negativo
2497,pod voc ser insan dest man,,2,Negativo,0,Neutro
1395,3o grup logis prest apoi transport mater do doaco esta it medicoshospital equip eletron informa #maoamig #juntossomosmaisfort,Campinas,176,Positivo,1,Positivo
1659,#balanc | gued prim combat cam + vulnera populaca fic disposica imped exportaca produt precisav us ventil pulmon reduz tarif 500 produt medic hospital,"Piracicaba, Sp.",63,Positivo,1,Positivo
422,col cap irma,"Santo Amaro, São Paulo",299,Neutro,2,Neutro
1393,3o grup logis prest apoi transport mater do doaco esta it medicoshospital equip eletron informa #maoamig #juntossomosmaisfort,Porto Alegre,164,Positivo,1,Positivo
1210,parab,,315969,Positivo,1,Positivo
2366,estrum jornalis mand cass log concessa glob lix vai ter perda bilho soneg impost pf nel,"João Pessoa, Brasil",201,Neutro,2,Neutro
901,suport assist noticiari situaca pesso manau,"Goiânia, Brasil",57,Negativo,0,Negativo
997,contribuint declaraca ret malh concord val lanc ja pod apresent defês mei ecac necess comparec unidad atend,Brasília/DF,163652,Positivo,1,Positivo
1775,#receitafeder #apreensaohistor #sant #acoesdareceit #areceitafederalnaop,Brasil ,8,Positivo,1,Positivo
2402,sujeit sai ai berr band bom band mort decl tud ganh feder,,135,Neutro,2,Negativo
1187,norm qualqu pesso pod ped atend person secretari telefon 146,"Distrito Federal, Brasil",282,Negativo,0,Negativo
1355,bom dia ja preocup carnelea 2021 alo vao liber nov program,,14900,Negativo,0,Negativo
2768,atent indign tud acontec ate simpl acess ecac govern consegu estrag decepca total govern,Brasil,531,Negativo,0,Negativo
1322,contribuint caiu malh fin concord val mult lanc pod apresent defês mei ecac part hoj 7 propri sistem ha informaco preench defês informaco abr,"São Paulo, Brasil",181,Positivo,1,Positivo
1757,#cpf atend cpf cartori registr civil ja real tod brasil saib mais #rfb #cpf #cartori #atend #receitafeder,Brasil,640,Positivo,1,Positivo
2050,flavi bolsonar advog tre reunio ped dad ate aparelh,Brasil,603,Negativo,0,Negativo
2459,algum dia qualqu vincul saib aqu e mem,,227,Neutro,2,Neutro
128,tad alem sab dinh contrat assess prant,Brasil,248,Neutro,2,Neutro
238,agradec rep govern feder,Em qualquer parte desta ilha ,80,Positivo,1,Neutro
1471,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,,883,Positivo,1,Positivo
3049,#acoesdareceit apreend 50 lagart alem aranh sap peix animal enrol roup dentr garraf agu destin passag russ animal entreg #receitafeder #imbam #adu #guarulh,Brasil,334229,Positivo,1,Positivo
2762,quer q agiss vc sobr,"Nova Iorque, USA",18040,Negativo,0,Negativo
1434,forc arm apreend 2 milho mac cigarr sergip mater apreend milit contabil perici alem ter sid classific contrab conf mat complet defês,"Rio Branco, Brasil",223,Positivo,1,Positivo
474,ofert val ate 23 59 hoj vit 200 pil,"Santo Amaro, São Paulo",299,Neutro,2,Positivo
2275,sr presid cad 89 000 00 queiroz deposit cont prim dam lembrolh feder ha temp fez comprov extrat bancari recib medic 400 00,,16,Negativo,0,Neutro
318,quer correca tabel irpf vergonh 6 ano tre govern 4 part limit 1 903 00 mund vc esta lua #umavergonh #correcaodatabelaj,,3,Negativo,0,Negativo
1226,quant burocrac obt numer recib ir,São Gonçalo - RJ,107,Negativo,0,Negativo
3067,vaz apocalip ate geo localizaca enta troc cpf corr aqu,São Paulo,83,Negativo,0,Negativo
1890,aca fiscalizaca acontec ambit operaca escud apreend 320 mil mercad saib mais #receitafeder #adu #operacaoescud,,106,Positivo,1,Positivo
1464,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,,795,Positivo,1,Positivo
2458,ford abandon brasil os brasil dev boicot produt e govern dev exig dess espertalho devoluca r$20 bilho impost dispens pag desd 1999 segund feder vao emb porqu quer mais c humbert,Divinópolis,7655,Negativo,0,Negativo
839,destart portent pod econom adquir temp cont espelh ger fraud fiscal urd receit apag registr tramit ludibri invest alici est jus seg publ copias+autenticaco homolog sismi6,,2,Neutro,2,Negativo
2334,soluca par loj departament coloc uma gondol arroz feija ole far macarra extrat tomat etc produt merce sec alter denominaca soc contrat soc estad fim alv supermerc,"Londrina, Paraná, Brasil",3,Neutro,2,Negativo
2168,var burocrac resolv sit ta deix realiz agend menos atend telefon tir duvid assim fic dificil hein,São Paulo,188,Negativo,0,Negativo
141,tud possi problem pessoal judiciari pod ser investig etc advog tamb a$$im fic facil confi palavr qualqu poli corrupt,fortaleza. city natal cedro-ce,11039,Neutro,2,Negativo
2519,odi to contat loj faz temp aqu fal ta complic porqu fic pres porqu corr entr contat empr export ai gent pass raiv ne,Mozão @sosiadegege ❤️,776,Negativo,0,Negativo
1272,parab,"Rio de Janeiro, Brasil",199,Positivo,1,Positivo
1982,aind assim,Brasil,100,Negativo,0,Negativo
228,soneg max possi pau cu vai la confisc bitcoim camb arromb,Liberland,353,Negativo,0,Negativo
604,aind assim,,596,Negativo,0,Negativo
267,tod port govern esta complic,"Mossoró, RN, Brasil.",3920,Negativo,0,Negativo
931,ngm mand scam outr,"Rio Verde, Goiás, Brasil",224,Neutro,2,Neutro
1741,#arrecadaca arrecadaca total receit feder ating novembr 2020 val 140 101 milho period acumul jan novembr 2020 arrecadaca alcanc val 1 320 325 milho saib mais #rfb,"São Paulo, Brasil",339,Positivo,1,Positivo
1504,sab pendenc relat cpf pod ser regular grac canal virtual cas opt red conveni banc brasil caix econom feder correi cartori cust apen 7,Brasil,331309,Positivo,1,Positivo
351,la tamb outr part tb tip incen fiscal empr inefici,"Brasília, Brasil",10110,Negativo,0,Negativo
2971,desvi aproxim 500 milho val ate agor recuper bloquei ord 68 milho pra ver pilantr som $ desvi pi aind hospit,Estados Unidos,1330,Neutro,2,Neutro
2190,precis sab sh presid canal consig resolv pendenc desd 2018 falt ir repartica tent resolv sim falt gener pesso compet boa vontad continu tent resolv,,1,Negativo,0,Negativo
1228,quant advog cobr quant vult defend client 70% compr sentenc coaf etc pod investig movimentaca atip dess pesso nad pod ser prov par prendel,fortaleza. city natal cedro-ce,10999,Negativo,0,Neutro
2985,tod vez quis denunci alg red soc use analis informaco red soc,,327,Neutro,2,Neutro
1701,pf junt deflagr 79a fas #lavajat denomin vernissag nest fas investigaco esta concentr esquem compr obr art lav capit oriund pag propin,Brasília-DF,1794,Positivo,1,Positivo
1636,outr cois aparelh orga est nixon acab lev renunc assist film tod hom presid aqu brasil pi anuenc congress stf bolsonar faz q faz sab q blind,,1461,Negativo,0,Negativo
2482,pod mand rev port pass cim projet lei diz isent tributaca importaco us$100 independ ser pesso jurid fisic ignor port ridicul,,497,Negativo,0,Neutro
1465,apreend quas 3 tonel cocain port sant litor sp drog escond carg bobin alumini lev holand mai apreensa cocain ja feit local,"Rio de Janeiro, Brasil",623,Positivo,1,Positivo
1315,tati franc cavalcant filh paul sergi cost pint cavalcant paul metanol alv operaca alquim brasil ta quebr paul gued diz,"Florianópolis, Brasil",648,Positivo,1,Neutro
1125,enta,Toronto,1108,Neutro,2,Negativo
1736,#arrecadaca arrecadaca total receit feder ating novembr 2020 val 140 101 milho period acumul jan novembr 2020 arrecadaca alcanc val 1 320 325 milho saib mais #rfb,Brasil,334,Positivo,1,Positivo
873,sas perd tud vej,¡BYF!,95,Neutro,2,Negativo
973,#ps5exboxmaisbarat #pec512017 #abaixeimpostogam #tododia18h favor contempl pec51/2017,,1,Negativo,0,Negativo
2063,flavi bolsonar advog tre reunio ped dad ate aparelh,São Paulo,1297,Negativo,0,Negativo
3034,program carn lea 2021 est disponi,"Brasília, DF - Brasil",37,Negativo,0,Negativo
1720,#areceitafederalnaop apreend 670 kg cocain carg goiab port sant soment 2020 alfandeg sant intercept 20 5 tonel cocain carg exportaca destin europ saib mais,,5737,Positivo,1,Positivo
2701,favor pf investig govern aqu ama nao aguent mais ate cego esta vend cois err,,5,Negativo,0,Negativo
1460,merend lix,"Uberlândia, Brasil",38490,Neutro,2,Neutro
2894,#aceitama #forabolsonaroesuaquadrilh #forabolsonarogenic #forabolonarogenoc #forapazuell #forabolsonar #impeachmentbolsonarourg #impeachmentdebolsonarourg #impeachmentbolsonaroj #impeachmentbolsonar #renunciabolsonar #elenaoelenunc,Brasil,73,Neutro,2,Negativo
186,chuv capot gast 300 mi dol formul 1,BH,391,Neutro,2,Negativo
1837,drog carg goiab export antuerp belg carg selecion conferenc mei criteri obje analis risc inclu inspeca intrus imag escan #acoesdareceit #adu #rfb #sant,,512,Positivo,1,Positivo
1113,pag vei comprov aparec period real permanec la dentr vej ai tao tud cert declaraco estap allpark empreend,away ,251,Positivo,1,Negativo
